size;sizeNext;stage;stageNext;surv;offspringNext;fec1Bolt;fec2Stem;fec3Head;fec1BoltNext;fec2StemNext;fec3HeadNext;cloning;clonesNext
NA;5.921846427;NA;continuous;NA;sexual;NA;NA;NA;1;1;2;NA;NA
6.588023291;7.334638441;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.337161816;6.131549915;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.697979948;6.438819431;continuous;continuous;1;NA;1;1;1;0;NA;NA;0;NA
6.291260499;6.471592224;continuous;continuous;1;NA;0;NA;NA;1;2;2;0;NA
5.756454618;6.703945618;continuous;continuous;1;NA;1;2;1.5;0;NA;NA;0;NA
5.268503698;5.376433296;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.703945618;6.347865874;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
NA;5.427369819;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
6.282965484;5.582636992;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.291260499;7.044467079;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
NA;2.221458548;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
4.496425841;5.342903707;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.146373957;NA;continuous;dead;0;NA;1;1;1;NA;NA;NA;1;1
4.744702972;4.496425841;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.863915965;5.999579321;continuous;continuous;1;NA;0;NA;NA;1;1;3;0;NA
6.438774614;5.756454618;continuous;continuous;1;NA;1;2;0;1;1;2;0;NA
6.291260499;6.866461194;continuous;continuous;1;NA;1;1;1;1;2;1.5;0;NA
4.268217194;5.661988133;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
3.58387096;3.231931034;continuous;continuous;NA;clonal;0;NA;NA;0;NA;NA;NA;NA
6.703945618;6.824144513;continuous;continuous;1;NA;1;2;3.5;1;2;5.5;0;NA
NA;4.763081856;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
5.376433296;6.347865874;continuous;continuous;1;NA;1;1;1;1;1;1;0;NA
NA;3.496286855;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
NA;4.744702972;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
NA;4.052108374;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
5.756454618;6.347865874;continuous;continuous;1;NA;1;1;2;1;1;3;0;NA
5.376433296;5.376433296;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
7.587586879;5.868979123;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.215854322;6.057689388;continuous;continuous;1;NA;0;NA;NA;1;1;3;0;NA
6.575867382;6.213058619;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.057689388;6.215854322;continuous;continuous;1;NA;1;1;3;0;NA;NA;0;NA
7.044467079;6.215854322;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
4.653748899;5.478644248;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;1;1
6.588023291;5.478644248;continuous;continuous;1;NA;1;2;3;1;2;2;0;NA
5.255196899;NA;continuous;dead;0;NA;0;NA;NA;NA;NA;NA;0;NA
4.612355311;4.744702972;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.575728397;6.215854322;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.756454618;6.215854322;continuous;continuous;1;NA;0;NA;NA;1;1;3;0;NA
NA;4.359333073;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
4.052108374;4.268217194;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.074348016;NA;continuous;dead;0;NA;1;1;3;NA;NA;NA;1;1
5.478644248;6.291260499;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.575728397;5.732415671;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
NA;3.277690999;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
6.438774614;6.575867382;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.921846427;6.697979948;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.575728397;NA;continuous;dead;0;NA;0;NA;NA;NA;NA;NA;0;NA
5.376433296;6.215854322;continuous;continuous;1;NA;0;NA;NA;1;1;2;0;NA
6.575867382;5.268503698;continuous;continuous;1;NA;0;NA;NA;1;1;2;0;NA
6.291260499;6.640956896;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.703945618;5.756454618;continuous;continuous;1;NA;0;NA;NA;1;1;1;0;NA
5.478644248;6.215854322;continuous;continuous;1;NA;1;1;1;0;NA;NA;0;NA
6.074348016;6.146373957;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.478644248;5.957354353;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.154151225;5.732415671;continuous;continuous;1;NA;1;2;0.5;0;NA;NA;0;NA
7.242578442;5.756454618;continuous;continuous;1;NA;0;NA;NA;1;1;3;0;NA
5.154151225;3.175755358;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
4.653748899;4.268217194;continuous;continuous;NA;clonal;0;NA;NA;0;NA;NA;NA;NA
5.756454618;6.438774614;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.764967671;5.756454618;continuous;continuous;1;NA;0;NA;NA;1;2;2;0;NA
5.8408994;6.588023291;continuous;continuous;1;NA;1;2;1;1;2;2;0;NA
5.921846427;6.267606993;continuous;continuous;1;NA;1;1;1;0;NA;NA;0;NA
6.347865874;5.427369819;continuous;continuous;1;NA;1;1;3;1;1;1;0;NA
6.131549915;4.496425841;continuous;continuous;1;NA;0;NA;NA;1;2;2.5;0;NA
3.496286855;4.500181157;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.921846427;7.562306384;continuous;continuous;1;NA;1;1;0;0;NA;NA;0;NA
5.921846427;6.471592224;continuous;continuous;1;NA;1;1;2;0;NA;NA;0;NA
6.230034497;6.901119048;continuous;continuous;1;NA;1;1;1;0;NA;NA;0;NA
2.221458548;3.652974129;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.999579321;5.921846427;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.921846427;4.612355311;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.347865874;6.074348016;continuous;continuous;1;NA;0;NA;NA;1;2;1.5;0;NA
6.995383666;6.146373957;continuous;continuous;1;NA;0;NA;NA;1;1;0;0;NA
6.802150734;6.291260499;continuous;continuous;1;NA;1;1;0;1;1;1;0;NA
4.052108374;3.472842156;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.131549915;7.044467079;continuous;continuous;1;NA;1;1;1;0;NA;NA;0;NA
6.347865874;5.575728397;continuous;continuous;1;NA;0;NA;NA;1;1;0;1;1
5.575728397;5.255196899;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.282965484;6.471592224;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
3.231931034;NA;continuous;dead;0;NA;0;NA;NA;NA;NA;NA;0;NA
5.575728397;6.282965484;continuous;continuous;NA;clonal;0;NA;NA;0;NA;NA;NA;NA
NA;2.954600335;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
5.999579321;6.074348016;continuous;continuous;1;NA;0;NA;NA;1;1;1;0;NA
6.074348016;6.337161816;continuous;continuous;1;NA;1;1;2;1;2;2.5;0;NA
NA;3.686203878;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
6.588023291;6.046431264;continuous;continuous;1;NA;1;1;3;1;2;2;0;NA
4.456099249;6.291260499;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
4.0682154;5.668188302;continuous;continuous;1;NA;0;NA;NA;1;2;2;0;NA
5.95526674;5.8408994;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
7.334638441;6.347865874;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
NA;3.231931034;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
6.215854322;6.802150734;continuous;continuous;1;NA;1;1;3;1;1;4;0;NA
6.588023291;6.410698355;continuous;continuous;1;NA;0;NA;NA;1;2;1;0;NA
5.575728397;6.575867382;continuous;continuous;1;NA;1;1;2;0;NA;NA;0;NA
7.095893967;5.732415671;continuous;continuous;1;NA;0;NA;NA;1;3;2;0;NA
5.8408994;6.074348016;continuous;continuous;1;NA;1;2;1;1;1;2;0;NA
6.627784677;5.154151225;continuous;continuous;1;NA;1;1;3;0;NA;NA;0;NA
6.471592224;6.471592224;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.552283698;5.668188302;continuous;continuous;1;NA;1;2;1;0;NA;NA;0;NA
6.347865874;6.438774614;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.471592224;6.995383666;continuous;continuous;1;NA;1;1;1;0;NA;NA;0;NA
6.215854322;6.074348016;continuous;continuous;1;NA;0;NA;NA;1;1;2;0;NA
NA;5.154151225;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
6.764967671;5.995305785;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.154151225;5.255196899;continuous;continuous;1;NA;1;1;2;1;1;3;0;NA
NA;5.376433296;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
4.359333073;5.921846427;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.575728397;6.471592224;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
4.612355311;5.478644248;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
NA;4.624504076;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
5.376433296;5.921846427;continuous;continuous;1;NA;1;2;1.5;0;NA;NA;0;NA
NA;6.824144513;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
5.575728397;5.478644248;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
3.686203878;4.763081856;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.756454618;6.588023291;continuous;continuous;1;NA;1;2;2.5;1;1;3;0;NA
4.763081856;5.957354353;continuous;continuous;1;NA;1;2;1;1;2;2;0;NA
6.991106599;5.76564542;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.438774614;6.080954184;continuous;continuous;1;NA;0;NA;NA;1;1;1;0;NA
6.215854322;3.789537581;continuous;continuous;NA;clonal;1;1;2;0;NA;NA;NA;NA
5.921846427;5.921846427;continuous;continuous;1;NA;0;NA;NA;1;1;2;0;NA
5.756454618;5.921846427;continuous;continuous;1;NA;1;2;1.5;1;2;1.5;0;NA
5.508145338;5.957354353;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.471592224;6.643765143;continuous;continuous;1;NA;1;2;1.5;0;NA;NA;0;NA
5.154151225;5.478644248;continuous;continuous;1;NA;1;1;1;1;1;1;0;NA
5.756454618;NA;continuous;dead;0;NA;1;2;1;NA;NA;NA;0;NA
5.868979123;6.215854322;continuous;continuous;1;NA;1;2;3;0;NA;NA;0;NA
7.621902017;5.996755028;continuous;continuous;1;NA;0;NA;NA;1;1;1;0;NA
5.376433296;5.999579321;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.388639066;6.901119048;continuous;continuous;1;NA;1;1;3;0;NA;NA;0;NA
6.116812144;3.789537581;continuous;continuous;NA;clonal;0;NA;NA;1;1;1;NA;NA
5.154151225;6.282965484;continuous;continuous;1;NA;1;1;2;1;1;2;0;NA
5.756454618;5.921846427;continuous;continuous;1;NA;1;1;3;0;NA;NA;0;NA
5.376433296;5.154151225;continuous;continuous;NA;clonal;1;1;1;0;NA;NA;NA;NA
5.921846427;NA;continuous;dead;0;NA;0;NA;NA;NA;NA;NA;0;NA
6.438774614;5.921846427;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
3.231931034;NA;continuous;dead;0;NA;0;NA;NA;NA;NA;NA;0;NA
NA;3.686203878;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
4.902599202;5.376433296;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.999579321;6.074348016;continuous;continuous;1;NA;1;1;3;0;NA;NA;0;NA
5.585755409;6.146373957;continuous;continuous;1;NA;1;1;1;0;NA;NA;0;NA
4.359333073;6.347865874;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.154151225;6.129507186;continuous;continuous;1;NA;1;1;1;1;1;3;0;NA
6.291260499;5.756454618;continuous;continuous;NA;clonal;1;1;0;1;2;2;NA;NA
6.703945618;7.044467079;continuous;continuous;1;NA;1;1;2;0;NA;NA;0;NA
5.376433296;6.347865874;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
NA;4.612355311;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
3.686203878;4.763081856;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
3.231931034;4.653748899;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.802150734;5.868979123;continuous;continuous;1;NA;0;NA;NA;1;1;0;0;NA
6.347865874;5.868979123;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.703945618;6.131549915;continuous;continuous;1;NA;0;NA;NA;1;3;1;0;NA
5.575728397;5.163136901;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
2.77851115;3.506313868;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.756454618;6.131549915;continuous;continuous;1;NA;1;1;1;0;NA;NA;0;NA
NA;3.231931034;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
7.242578442;5.154151225;continuous;continuous;1;NA;0;NA;NA;1;2;1;0;NA
3.686203878;4.744702972;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.756454618;4.612355311;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.921846427;7.095893967;continuous;continuous;1;NA;1;1;2;0;NA;NA;0;NA
3.686203878;5.154151225;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.06657016;5.427369819;continuous;continuous;1;NA;1;1;3;0;NA;NA;0;NA
NA;3.686203878;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
6.347865874;5.268503698;continuous;continuous;1;NA;1;1;1;0;NA;NA;0;NA
6.410698355;6.937394233;continuous;continuous;1;NA;1;2;1;0;NA;NA;0;NA
5.154151225;6.530664886;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.863915965;5.376433296;continuous;continuous;1;NA;1;1;2;1;1;1;0;NA
4.624504076;5.376433296;continuous;continuous;1;NA;1;2;1;0;NA;NA;0;NA
6.438774614;5.999579321;continuous;continuous;1;NA;0;NA;NA;1;2;1;0;NA
5.268503698;5.756454618;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.824144513;6.471592224;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.131549915;6.802150734;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.668188302;5.268503698;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
3.842859405;5.921846427;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
4.624504076;4.496425841;continuous;continuous;1;NA;1;1;2;0;NA;NA;0;NA
5.801871245;5.756454618;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.154151225;4.359333073;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.8408994;6.471592224;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
3.762494162;6.802150734;continuous;continuous;1;NA;1;2;1;1;1;0;0;NA
6.074348016;6.347865874;continuous;continuous;1;NA;1;1;3;0;NA;NA;0;NA
5.163136901;6.643765143;continuous;continuous;1;NA;1;1;1;0;NA;NA;0;NA
NA;3.686203878;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
5.756454618;6.764967671;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.868979123;5.427369819;continuous;continuous;1;NA;1;1;1;1;2;1;0;NA
5.756454618;6.471592224;continuous;continuous;1;NA;1;2;3;0;NA;NA;0;NA
6.881586504;5.999579321;continuous;continuous;1;NA;0;NA;NA;1;2;1.5;0;NA
5.921846427;6.074348016;continuous;continuous;1;NA;1;2;3;0;NA;NA;0;NA
6.347865874;6.438774614;continuous;continuous;1;NA;1;1;1;1;1;2;0;NA
5.661988133;5.376433296;continuous;continuous;1;NA;1;1;1;1;1;1;0;NA
4.359333073;4.496425841;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.732415671;5.868979123;continuous;continuous;1;NA;1;3;2;1;1;3;0;NA
5.921846427;6.347865874;continuous;continuous;1;NA;1;3;1;0;NA;NA;0;NA
6.406824324;4.763081856;continuous;continuous;1;NA;0;NA;NA;1;2;1;0;NA
5.732415671;5.756454618;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.697979948;7.621902017;continuous;continuous;1;NA;1;1;1;0;NA;NA;0;NA
6.703945618;6.588023291;continuous;continuous;1;NA;0;NA;NA;1;1;3;0;NA
7.334638441;6.703945618;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.756454618;5.06657016;continuous;continuous;1;NA;1;1;3;1;1;3;0;NA
6.438774614;4.268217194;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.756454618;4.965025537;continuous;continuous;1;NA;0;NA;NA;1;1;1;0;NA
5.756454618;6.291260499;continuous;continuous;1;NA;1;1;1;0;NA;NA;0;NA
5.575728397;4.456099249;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
4.857952692;7.587586879;continuous;continuous;1;NA;1;2;1;0;NA;NA;0;NA
5.154151225;5.154151225;continuous;continuous;1;NA;0;NA;NA;1;1;2;0;NA
NA;5.801871245;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
1.606762336;3.496286855;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.471592224;6.937394233;continuous;continuous;1;NA;1;1;1;1;1;1;0;NA
NA;4.052108374;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
NA;3.686203878;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
5.154151225;6.146373957;continuous;continuous;1;NA;1;2;1;0;NA;NA;0;NA
NA;4.052108374;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
5.921846427;5.996755028;continuous;continuous;1;NA;1;2;1.5;0;NA;NA;0;NA
6.291260499;5.921846427;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
3.686203878;NA;continuous;dead;0;NA;0;NA;NA;NA;NA;NA;0;NA
5.661988133;6.575867382;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
NA;3.686203878;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
6.575867382;6.508528422;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
NA;5.801871245;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
5.668188302;5.921846427;continuous;continuous;1;NA;1;1;1;0;NA;NA;0;NA
3.175755358;NA;continuous;dead;0;NA;0;NA;NA;NA;NA;NA;0;NA
7.095893967;6.074348016;continuous;continuous;1;NA;0;NA;NA;1;1;1;0;NA
5.76564542;6.291260499;continuous;continuous;1;NA;1;2;1;1;1;3;0;NA
6.215854322;6.588023291;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
NA;4.763081856;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
5.376433296;5.668188302;continuous;continuous;1;NA;0;NA;NA;1;1;1;0;NA
5.999579321;6.074348016;continuous;continuous;1;NA;1;1;6;1;2;4;0;NA
6.215854322;6.215854322;continuous;continuous;1;NA;0;NA;NA;1;1;2;0;NA
5.732415671;6.802150734;continuous;continuous;1;NA;1;1;3;1;1;1;0;NA
3.652974129;4.359333073;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.347865874;5.999579321;continuous;continuous;NA;clonal;0;NA;NA;0;NA;NA;NA;NA
4.902599202;4.902599202;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
NA;6.575867382;NA;continuous;NA;sexual;NA;NA;NA;1;1;3;NA;NA
6.852252247;6.703945618;continuous;continuous;1;NA;0;NA;NA;1;1;2;0;NA
5.575728397;NA;continuous;dead;0;NA;0;NA;NA;NA;NA;NA;0;NA
4.902599202;5.921846427;continuous;continuous;1;NA;0;NA;NA;1;1;1;0;NA
4.954696983;5.756454618;continuous;continuous;NA;clonal;1;2;2;1;2;1;NA;NA
4.359333073;6.074348016;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
NA;5.376433296;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
5.575728397;6.937394233;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.215854322;6.824144513;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
NA;3.472842156;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
6.215854322;5.575728397;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
4.763081856;5.376433296;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.215854322;5.863915965;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.582636992;6.347865874;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.478644248;6.750749916;continuous;continuous;1;NA;1;2;2;1;1;2;0;NA
5.996755028;6.282965484;continuous;continuous;1;NA;0;NA;NA;1;1;2;0;NA
4.763081856;4.902599202;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.937394233;6.146373957;continuous;continuous;1;NA;1;1;1;1;2;3;0;NA
6.471592224;5.756454618;continuous;continuous;1;NA;1;2;3;0;NA;NA;0;NA
5.376433296;6.438774614;continuous;continuous;1;NA;1;1;1;0;NA;NA;0;NA
5.921846427;5.268503698;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
NA;3.877912811;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
3.231931034;4.624504076;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
NA;4.624504076;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
5.921846427;6.215854322;continuous;continuous;1;NA;1;1;2;0;NA;NA;0;NA
6.438774614;5.868979123;continuous;continuous;1;NA;0;NA;NA;1;2;3;1;1
5.756454618;6.074348016;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.552283698;6.215854322;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.991659659;5.957354353;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.76564542;6.074348016;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.06657016;7.334638441;continuous;continuous;1;NA;1;2;1.5;0;NA;NA;0;NA
4.496425841;5.575728397;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.957354353;6.937394233;continuous;continuous;1;NA;1;2;2.5;1;1;4;0;NA
6.995383666;5.268503698;continuous;continuous;1;NA;0;NA;NA;1;1;1;0;NA
6.824144513;5.921846427;continuous;continuous;1;NA;0;NA;NA;1;2;1.5;0;NA
5.268503698;6.575867382;continuous;continuous;1;NA;1;1;1;0;NA;NA;0;NA
NA;4.268217194;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
6.824144513;6.471592224;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
4.857952692;5.756454618;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
NA;2.626464081;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
4.052108374;NA;continuous;dead;0;NA;0;NA;NA;NA;NA;NA;0;NA
6.937394233;6.438774614;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.643765143;6.215854322;continuous;continuous;1;NA;1;2;2;1;1;1;0;NA
6.471592224;5.756454618;continuous;continuous;1;NA;1;2;2;1;2;1.5;0;NA
6.643765143;6.438774614;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.478644248;5.427369819;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.508145338;6.750749916;continuous;continuous;1;NA;1;2;3;0;NA;NA;0;NA
5.76564542;7.607235439;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.438774614;5.921846427;continuous;continuous;1;NA;0;NA;NA;1;1;1;0;NA
5.575728397;5.552283698;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
3.686203878;3.231931034;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.146373957;7.242578442;continuous;continuous;1;NA;1;2;2;0;NA;NA;0;NA
6.438774614;6.129507186;continuous;continuous;1;NA;1;2;1;1;2;1;0;NA
6.215854322;6.575867382;continuous;continuous;1;NA;1;2;3;0;NA;NA;0;NA
NA;2.626464081;NA;continuous;NA;sexual;NA;NA;NA;0;NA;NA;NA;NA
5.478644248;6.074348016;continuous;continuous;1;NA;1;1;1;0;NA;NA;0;NA
5.376433296;5.478644248;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
4.902599202;6.215854322;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.921846427;5.732415671;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.410698355;6.588023291;continuous;continuous;1;NA;1;3;2;1;2;2.5;0;NA
7.242578442;5.478644248;continuous;continuous;1;NA;0;NA;NA;1;1;1;0;NA
6.937394233;6.215854322;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.074348016;6.215854322;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.438774614;6.588023291;continuous;continuous;1;NA;1;1;0;1;3;2;0;NA
6.802150734;5.957354353;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.438774614;7.044467079;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.074348016;NA;continuous;dead;0;NA;0;NA;NA;NA;NA;NA;0;NA
6.764967671;6.471592224;continuous;continuous;1;NA;1;2;2;0;NA;NA;0;NA
6.438774614;6.291260499;continuous;continuous;1;NA;1;1;2;0;NA;NA;0;NA
6.046431264;6.508528422;continuous;continuous;1;NA;1;1;2;0;NA;NA;0;NA
6.438774614;6.881586504;continuous;continuous;1;NA;1;1;2;0;NA;NA;0;NA
4.496425841;6.215854322;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
2.626464081;2.545062534;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.074348016;5.921846427;continuous;continuous;1;NA;1;2;2;1;1;2;0;NA
5.154151225;4.624504076;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.131549915;6.215854322;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
5.575728397;5.756454618;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
3.231931034;4.902599202;continuous;continuous;1;NA;0;NA;NA;0;NA;NA;0;NA
6.215854322;6.074348016;continuous;continuous;1;NA;1;1;3;1;1;3;1;1
